,doc_id,review_text,total_sentiment
2001,2002,"I loved this game as a kid and I'm glad it's still around! My kids love it as well, and we bought this one for my two nieces and they were so excited! (And so were their parents) It's good for them to learn how to count.",12.0
2002,2003,"Well the ring arrived and it was absolutely beautiful! As time went on not very much time the ring started to show signs f wear and tear. it started discoloring and so forth! its alright, but its not the best!",12.0
2003,2004,"Pretty good camcorder, although it does not have all the features I was hoping. It serves its purpose and upload is easy.",8.0
2004,2005,"I was looking for socks that was right/left specific, saw the L in the picture of the sock and thought it meant left. After getting the socks I found out that it meant large. Socks are ok does not work for me.",7.0
2005,2006,This makes fast work of cleaning up a bath of toys. The only thing that could make this better would be a better suction cup. It fell right off the tiles once the weight of the toys was added. I got a new suction cup at Walmart and did the vaseline trick. Now it is a joy to have.,14.0
2006,2007,"It takes up a lot more room in my apartment than I'm comfortable with. It's also poorly designed in that there's no place to attach a plastic bag to collect the recyclables you put inside of it. Also, when the crates are stacked on top of each other, it's sometimes too clumsy to put certain types of items into each crate's opening unless it's the crate at the top.",7.0
2007,2008,"It was worth for the price. I noticed that the structure is not that durable, yet it is quite handy. It works pretty well for my battery-operated stuff at home. Unfortunately, I plan to buy a more durable and stronger battery for my highly expensive toys.",11.0
2008,2009,"I purchased this for my little man who wears various color of dress pants. This belt fits the bill and switching from one color to the other is literally a snap! And of course, there price can't be beat!",9.0
2009,2010,It seems to be holding on really well to my husbands boots.  It did make them look like they were muddy (it looks like truck bedliner) and I would have prefered to use it past seven days after opening.  Other than that it was awesome.,9.0
2010,2011,"The little red engine is James, a friend of the blue train Thomas. It's wooden, with good detail. Glad I picked this up on sale though for $7. Although slightly larger than the wooden Thomas train, because of the coal car, it's still small.",13.0
2011,2012,"The cam was good, once I saw that it's the bestselling camera here, I bought it. However the problem with it was a recurring fee of $100 - $300 a month, which was used to pay hosting. The thing that you cannot download videos that you record without a subscription is disappointing and really not worth a price.My friend has a Samsung SmartCam ( http://amzn.to/1zrNtnA ) which was far more superior to this one. It didn't had such a problem and the thing that you can use videos to record anything you want for free is really something that's worth it.",12.0
2012,2013,This makes for a cool gift. You may not need the paperweight but if you are hardpressed making a decision then just spin this little thing - whooooo.,6.0
2013,2014,At first glance this appears to be a fancy custom ended cord. It is a quality molded cord and it works just fine connecting my Amazon MP3 player (my Cell Phone) to my home surround sound aux input.,8.0
2014,2015,I am very pleased. My daughter hasn't put her down. The only note I have is that she doesn't sit very well. LOVe iT,13.0
2015,2016,"Took these and gave me sever migraines and pain in my stomach. There Suck, people out there beware of these dangerous. I did not lose weight at all.",6.0
2016,2017,"My wife and I use Nokia ever since it released 3310 so we have this idea to buy the new Lumia as it looks interesting and all. Upon using it, it's not as friendly as the other branded phones. For us, windows 8 is hard to use especially if you are new to it. We are approaching our Senior lives and we our updated with these kind of technologies due to our sons and daughters but to use this kind of software in the phone is pretty confusing. We gave it 3 stars because of that and one other thing, it heats up easily? We don't know what's the reason but it heats up easily when used during phone calls and charging.",16.0
2017,2018,"i have this white watch and it feels very comfortable when i wear it, if you like the color white i think you should buy it and definitely wear it, if you are one of those picky styles people like me, well white goes with everything you wear so get it. the time works good and the battery hasn't died yet so i'm guessing is durable.is very good!",8.0
2018,2019,This is not the most effective product around in terms of working your body or even specific parts of your body. The resistance you feel won't be enough and it's quite uncomfortable most of the time.,4.0
2019,2020,"These boots are super cute and the rubber material is substantial I'm average size but apparently have an abnormal size calf as these were too tight. They do not have an adjustable strap that you often see on rain boots so unfortunately they do not work for me. If you have average or smaller size calves, these will work great for you! I'm bummed but they have to go back.",11.0
2020,2021,My dad ordered this for himself and he's been complaining about it ever since. He says that it was flimsy and difficult to use for cutting. I'm just echoing his opinion.,7.0
2021,2022,Book reading is my thing so I read a lot of books. But I strangely disagree to the writer of this book since it conflicts with other writers I believed for years. But over all its good composition for knowledge.,9.0
2022,2023,"Just one problem. Since I use this for sports, its very frustrating as the cotton is too smooth and slips inside the shoe. I like socks that have a bit of grip on them.",7.0
2023,2024,This case scratched the back of my phone as it lets the dirt get between the phone and the case and the dirt rubs on the phone eventually scratching it.,3.0
2024,2025,"bought this to my three year old daughter,to me it look beautiful but to her she always get scared by the doll's eye though hoping she will adopt it.",2.0
2025,2026,"It isn't the best looking thing out there. But it does work as a digital clock, and it is reliable. I wish the digits were bigger because it can be hard to see when you just woke up, all weary eyes.",8.0
2026,2027,I bought this for my new Shih Tzu puppy. She loves it. It has enough room for her bed and a towel down for her to potty on. I am able to see her at all times and have a safe place so she is not underfoot. There is no way she can jump out. This playpen has worked out perfect for her.,19.0
2027,2028,"If you are just looking for a cheap scooter, then by all means go ahead and buy. But be warned that it is not a very stable design (steering in front with no skateboard like sway). Even if you put an adult's brain into a 3 y.o., this scooter would not be fun because of its instability (again, design is the issue).",6.0
2028,2029,"As a beginner, this really helped me practice more and develop my skills in playing guitar. I would love to play music in our church that's why I bought this one. And it's been two months now and I really enjoyed having an acoustic guitar like this. It is very helpful and it's very light. I totally recommend it.",20.0
2029,2030,"This product is really cheap but it does not look like it's cheap at all..It is small and compact but not too small to where it looks cheap. The fabric drawers are not stable in the least, so don't expect to put anything too heavy in them unless you want it to break. The bottom piece is not too stable either. Overall great coffee table for the price and looks good too. Get lots of compliments when guests come over from this table. That makes us feel good",23.0
2030,2031,"I've had a few of these coffee and tea infusions, but I can't say that I really liked any of them. Thisbrew in particular is just out of this world terrible for me, but that might just be my taste talkingthere.",4.0
2031,2032,I need to get a new piece for the door as the one that they sent was broken during the assembly. I have no info on manufacturer. Need someone to contact!,7.0
2032,2033,Nice socks at a good price. A great value with quality better than other brands and also available in different colors.,8.0
2033,2034,These beans were very economical and the seller was extremely prompt in getting them to me. They came to me fresh and there were quite a few beans in the package. I feel that this is an excellent product and the seller is superb - would definitely buy again!,10.0
2034,2035,"getting our fan first born was an amazing thing but was so difficult for her to suckle ,this made us to pump the breast milk to feed our baby,we bought medela breast milk bottle set and was easy to feed her.",4.0
2035,2036,"I like the quality of the videos. However, I wish there were less issues with overheating, battery discharging way too fast, and minor things like attaching the plastic piece that covers connectors to the camera itself.",6.0
2036,2037,"I have used turtle beaches before and something has changed.... Not in a good way.I got this headset two months ago, expecting a decent pair for the decent price they were purchased at, yet I received something entirely different.When you use them for anything with even the smallest amount of bass, it sounds horrible. The noise is as if the speaker is rattling and making a static-like sound every time any bass should be apparent. I tried numerous settings but it still continued.I wish I would have done some research before purchasing them because I would have known to get the pair I have now.I have had this new set for about a month and can't find a single thing to complain about.I bought them here on Amazon too ----------> http://amzn.to/181sLOxDon't waste your time and money on these. If you don't decide the pair I have now isn't the one for you, at least I could help point you in the right direction!",15.0
2037,2038,"Gave this to my parents who have been having trouble with their lawn and the report is not that great. They said that not only did it not work, it caused a rather unpleasant smell. I didn't get to check it yet, but I'll give an updated review once I do.",6.0
2038,2039,"i love this set especially the transplanter with gradation marks. useful, practical set. but the handles are a bit rough, i would have wanted a softer one since i'm almost always by my garden planting various flowers.",9.0
2039,2040,"I put these around the house like an easter egg hunt. Everytime someone goes for a cookie, looks for a mop, or uses the restroom, boom Mr. Beam is staring you down. Sometimes they go off when everyones sleeping. IF that happens it means you have ghosts in your house. Next halloween host the party!",14.0
2040,2041,"I got the Flutterbye Fairy at buzzagent.com #Got it free.  The fairy is very colorful. My kids were very excited when she started flying in the air and spinning with the lights lit up. The only thing I had a problem with is sometimes it would stay on the ceiling. When in a room with lots of space it would fly fine but I took it to a room that  was crowded and it kept crashing into the walls.Overall, it is a good toy that will delight kids as long as they can control the flyng.",18.0
2041,2042,"The belt is comfortable，but not supple enough.I like this belt, its colors match a lot of the jeans I wear.",2.0
2042,2043,This was good enough for my needs and I don't understand how it could have been better for the price that it has.,2.0
2043,2044,This nori is low quality seaweed. It is not crisp and tasted as though it was expired at the time of opening the package.,4.0
2044,2045,"Love the way it moves. The speaker is not that great, but if you have music on your phone just put it in the cup holder. The sound bounces off and makes it sound louder. It goes up a curb so easily. He looks really comfortable in it. He hasn't complained.",19.0
2045,2046,I ordered this thinking it would be great but the sides are very mushy and already came bent. Poor quality control. This is a knock off sgp. Stay away.,13.0
2046,2047,"Well, they did replace mine when it broke after using it for 3 months. I enjoyed using it very much and one day, even with proper use and careful handling, the earbud piece got separated from the hard plastic housing, and that was that. They did honor their warranty, though, so yay. I'll probably be buying something else the next time, though.",11.0
2047,2048,"Please understand that a tool this portable may not provide enough torque to get even some simple jobs done, but it has its uses.",2.0
2048,2049,I can't describe how awesome this game is despite a few inconsistencies. The violence and fun are still there which are what made me fall in love with the original GTA games. The controls are more fluid than I remember too which is a huge plus on my book.,9.0
2049,2050,"Pretty much what the title says. It's not going to make you a superstar, it's a pop filter! But it definitely holds up very well. I'm pretty aggressive with my movements because I do a lot of pod casting/video blogging so I have gone through a few filters because I have to keep adjusting and in the end they just fall apart.. Take it for what it is, a solid, sturdy, clean filter that takes a lot of punishment.",19.0
2050,2051,This iPod docking station is much better than the old one I had. It charges quickly and when I put my iPod on it to play it sounds so much better. I like that it came with a carry case so I can quickly fold it and take it with me on trips.,8.0
2051,2052,"Don't get me wrong, this is an excellent product and my dog is absolutely crazy for it. But I don't think I can maintain this sort of product on my budget.",6.0
2052,2053,"This is a real good binder, handy and elegant appearance, will use for the next year for my records, papers and all others. cool",8.0
2053,2054,"I'm not terribly fussy when it comes to fashion and I'd rather have books in my bag than cosmetic products, which is why this bag will suffice. It meets my needs and does what I intended for it to do when I chose it.",4.0
2054,2055,"This is my second review of this phone, the first was deleted by Jethro Trading.This is a 2G phone and is not licensed by either the FCC or Bluetooth.This phone is illegal to sell in the United States.  Do not buy!!!!",4.0
2055,2056,i bought this battery 3 days ago and was perfect until today. i used my canon oem lp e6 and this wasabi power lp e6 in my battery grip and my battery wont communicate with my camera anymore. only giving it 2 stars until i can find a solution to get this fixed.    Edit (3-15-2014): OK the battery seems to work perfectly now.,15.0
2056,2057,"No problems whatsoever. I can finally watch my European DVDs (Dusty Springfield, The Avengers, Thunderbirds and so any others) and my US DVDs without changing machines. The open/close draw is a little slow, but have a little patience..it works. Now go out and get one and enjoy yourself.",21.0
2057,2058,No good. no difference between previous version and it costs so much more I'm returning ines for sure. What a rip off,7.0
2058,2059,Really nice set of 4 for a great price. They product great quality prints every time. I was very surprised because of the price. I never have any ink leaking wither.,14.0
2059,2060,"-They print great in my Epson laser printer. Never an issue with smudging, mis-alignment, etc.-Easy to separate if you have different labels on a page, or easier to peel off.-Sticky-Easy to feed through printer",6.0
2060,2061,"These Monticello greenhouses are way over priced compared to what other companies offer.  It is amazing how many lower priced, high quality greenhouses you have in the market.  Amazon sells a lot of value oriented products. These greenhouses are no value.",13.0
2061,2062,"Backpack is pretty quiet when rolling, fits a lot of stuff in all the pockets. Wish the main compartment would hold more, seems to tip forward when my laptop is in padded compartment.",6.0
2062,2063,"Functionally, these are GREAT Coolers, you can pack them just as advertised. This is a spacious cooler which is why I bought and its has a great design with handle and wheels. But pull along handle is a bit flimsy.",9.0
2063,2064,"I looked at several stores but this is the best price. I have been using these batteries for a few weeks and the solar lights are bright again. I do not know how long the life on these will be, but so far I would recommend them and would purchase them again.",10.0
2064,2065,"A little disappointed, could not program with ease to the cell phone. While listening to music tune, headphone skips in different locations throughout the song. I even tried the same music on a different set of headphones it worked fine.",9.0
2065,2066,"They also on great when I'm very active at the gym and are very comfortable when wearing for long periods. Another great feature is anyone can mold the phones to their ears and if you need more length, you've got the option to extend the cord with the different cord lengths that come in the box.",8.0
2066,2067,"Rita's book have been in the market for almost 15 years now and I studied it when I took the PMP exam first time in 2007. I got busy and failed to collect 60 PDUs and recently had to sit for the exam again. I was never crazy about Rita's book but when I took the test it was my only option. This time I did a lot of research to find out the best PMP book in the market which not only will help the reader to pass the test but also help them understand real life project management with case studies and scenarios. Below is my finding:    Professor Sohel: This book is the best in every possible way. It is written in a language that anyone can understand and mostly every concept is explained with examples. It has summary tables after every topic which is simply spectacular, questions are exactly what you will see in real life exam, extremely structured and well organized. Loved this book. It's very new in the market so I don't think a lot of ppl know about it yet but I am 100% sure that this one will be the number one PMP book soon.  http://www.amazon.com/Project-Management-Professional-Certification-Exam/dp/1492310549/ref=sr_1_1?ie=UTF8&qid=1412381180&sr=8-1&keywords=sohel    Rita: I will consider Rita's one the second best in the market. It is some time hard to follow and digest. Questions are not as good as the first one.  Head First: I also like this book because it makes sense and easy to follow.  I think a lot of ppl will not appreciate cartoons and images in a PMP book but I liked it.  Questions are not too good but comparing others it does a good job.  http://www.amazon.com/Head-First-PMP-Jennifer-Greene/dp/1449364918/ref=sr_1_1?ie=UTF8&qid=1412381221&sr=8-1&keywords=head+first+pmp",50.0
2067,2068,"I'll start by saying I never do a review unless I feel strongly about a product--one way or the other. In this case, I strongly feel it was not worth the money. There are several places where, for some reason, paper was attached, then not removed before painting, so you peel the paper away and there are spots that aren't painted.",6.0
2068,2069,"Top drawer is dragging which makes it hard to open, I have nothing in the drawer yet but will probably make it worse. A lot more thinly than I thought it would be. Would be a lot better with rollers in the drawers.",9.0
2069,2070,"It was a good buy, I really like that it's adjustable, and that the form is padded cloth, easy to use pins on. And it was affordable. The base is a little wobbly though.",9.0
2070,2071,We ordered this for our little boy's nursery and love it! It arrived on time and it great condition. It is really sturdy and looks a lot more expensive than the other corner bookshelves available. It probably took my husband about an hour to put it together. Overall great product!,18.0
2071,2072,"Same as the quality section above. I would not recommend this product to anyone. I considered returning it to them, but since I had it assembled, it was too much to take apart and put in the box as received.",8.0
2072,2073,This vitamin seems great so far.  Has lots of needed vitamins for every dog.  I give 4 stars because they would be better in maybe a plastic jar instead of resealable bag. Also while 2 of my dogs love them.  One sniffs and refuses to touch it at all. Overall great dog vitamin!,20.0
2073,2074,"This generator is your standard china generator. Seems good for what I will use it for, powering tools. Time will tell. Started right up, runs good, as would be the basic expectation.",12.0
2074,2075,Easy to install! The doorbell rings perfectly allowing the home owner to hear the doorbell even at a distance. I'm glad I purchase it,9.0
2075,2076,"I read this book off of a friend's table once and she let me borrow it. I have to say that while there are some good points in this book I disagree with much of what is being encouraged here. To even consider them is disgusting to me and I have three wonderful, responsible and loving children who I've never had to treat the way this book advocates.",7.0
2076,2077,"I was excited to start using a tool other than my two regular forks to shred my pulled pork. Unfortunately, this is not the solution to my problem. This is cheap material and not durable. Tips melted, and they were useless.",10.0
2077,2078,"Was very disappointed in the appearance and returned the product before I even used it. I understood it was a refurbished unit, but it came with a big crack on one side and really scratched up on the front.",5.0
2078,2079,"I purchased this TV last month as a bedroom TV. I saw the great price and decent reviews online and decided to take a risk and purchase a TV that had mixed reviews... Boy do I regret it.It wasn't a few days before this TV had dead pixels forming before my eyes as I proceeded to tell myself it was a quality TV for the price. Next, the HDMI port proceeded to fail and cause the screen to be fuzzy, having to play around with the cord to get the picture back again. THIS TV IS LOW QUALITY. Sure, I expected sub-perfect quality, but I didn't expect a TV that is just absolutely un-watchable.Returning the TV was a nightmare and I don't wish it upon my worst enemy! I wish I would have just purchased a quality TV to begin with.After dealing with the return, I purchased a MUCH better TV for nearly the same price, actually $80 cheaper!.If you want a QUALITY 40 inch TV, check this one out -----> http://amzn.to/SCb3Qp it is here on Amazon. I currently own it now and have never been HAPPIER! It has a great quality picture and wasn't insanely expensive like some of the other TV's for sale here. Please, save yourself the time and frustration that I put myself through!",35.0
2079,2080,I purchased this item from here and it took three weeks to be delivered to our store. My children played with it for a month and enjoyed it. Then the back tire blew out. Razor states they have a 90 day warranty so I contacted them.,14.0
2080,2081,This is an excellent cam for beginners. And it's a great idea by canon of bundling two lenses at such a great price. Covers both landscape & telephoto requirements. Add a 50mm and you have a complete kit.,15.0
2081,2082,"This was kind of silly, but so true that the same time. Basically if you want something, point yourself in that direction and you will get it. Simple enough. Go for it. The book can be summarized and condensed into the maxim: ""go for it""",15.0
2082,2083,"No surprises. It came within a few days, it looks like it did in the picture and operated fine. The material is a little thin, so I don't think it will provide as much sun protection as I would like, but other than that, so far, so good.",9.0
2083,2084,"This is a quality phone.  Comes with Jellybean OS on it.  The only downfall for me is that the bootloader is encrypted, meaning that it is unlockable.  Might not be a deal breaker for some, but definitely a deal breaker for me.  Wish I new it before I bought it.",14.0
2084,2085,"I was overjoyed when I purchased this ring thinking I was going to get what was pictured. Instead I got a ring that looked dull and cheap. I had read the reviews for this ring and am confused as to what people were looking at as not only was it dull and cheap, the size suggestions were also way off. I will be sending this back for a refund ASAP.",9.0
2085,2086,"Can't begin to say what's wrong with this tablet. I purchased it yesterday and am returning it today. At first connection to internet worked. I was able to get apps, some cases, but they did not work.",11.0
2086,2087,"I enjoy doing this with both friends and family. I bought it for me and my daughter to play, but seem to use it as much as she does.",7.0
2087,2088,"To me this years version of Madden Football was a big disappointment because of the way they changed the franchise mode. If they don't put it back, they will loose a faithful customer of 14yrs.",4.0
2088,2089,"Product is well worth the price paid for it. Is it as good as the ones from 40 years ago? No. But in today's world, it is very acceptable.",13.0
2089,2090,"I bought this because I have a tape deck in my car and wanted to pay music through my ipod. The cord is so thin, it shorted out. It's good to help in a pinch I guess",8.0
2090,2091,"These are adequate cuff links. Not bad, not fantastic. A little on the small side which seems to be the current trend. Clean lines and facing.",11.0
2091,2092,Horrible. Very junkie. Bought it for a bath remodel. Removed old faucets and went to install these only to find that one of the handles was defective. There was no way to adjust or fix it and have to return.,16.0
2092,2093,"I was looking for two ottomans to put on one side of a coffee table in my living room. Haven't picked out the rest of the furniture yet, but am hoping that these match whatever I do. They are pretty great because I feel like I could put them just about anywhere if they don't work out where planned.",9.0
2093,2094,Did not even fit on faucet. I tried both of my faucets and then tried my neighbors as well. I put it on as tight as possible and it still squirted water every where. It wouldn't even connect to a hose. It is a shame because I liked the light weight of this hose.,13.0
2094,2095,"I did not find these cases helpful at all, and in fact seem to have worse results. The cases are fine as far as pillowcases go, so if that is all you want, go for it. But if you want them for the reasons I did, I cannot recommend them & that is why I gave them 2 stars.",7.0
2095,2096,"Complex system, very little feedback on why so many listening channels. Only one I found that actually gets the sound in all the speakers. Quality of music isn't there on these speakers. Not that user friendly.",11.0
2096,2097,"I ordered this as a gift. When it was unwrapped the handle was loose and hanging from the case. The wrapping was not damaged in any way, so the case was damaged when it was sent. Also, the tools do not stay in place when the case is closed.",10.0
2097,2098,"However, his frequent use has caused the need to launder the cover three times now. I laundered in cold water and no heat to dry. By the third washing, the zipper seam is coming apart and soon it will be rendered useless. So, good foam, bad cover.",9.0
2098,2099,"I really recommend quinoa if you want energy and strength to last the day, but I don't recommend sand and dirt to be added to the mix, so you might want to avoid this.",4.0
2099,2100,"This game is terrible! Pieces don't want to stand as the cards tell you to set them up. Then you can't hit them with the birds, either it goes entirely too far or not far enough. Totally frustrated an adult can't imagine how frustrated a child would be.",8.0
2100,2101,Video recording works well but GPS didn't. I emailed the company and was instructed to download the update on their website. I did and it still didn't work! I called the company support and no one ever picks up! I wrote them an email and got a response but they are not very quick at responding. Returning this product and getting something else!,16.0
2101,2102,"I have to admit that the design of this trunk mount rack is at least interesting. First time, I just couldn't believe that it is able to hold 2 bikes. But, yes...it does.In my opinion, the greatest advantage of this trunk mount rack is that it keeps the bikes behind the car and not on top of it, so it you don't have to put too much effort when mounting the bikes. Unfortunately, some effort is required...because my wife wouldn't be able to mount them by herself.The straps are a bit insecure. They could start loosen when driving at higher speeds, so you have to check them once in a while. I don't think that they will loosen completely but it's better to stay on the safer side.",14.0
2102,2103,"My lamp has lasted me 3 years now and still works very well.  It takes longer to charge now, that's undersandable but lamps this affordable I was expecting to duds. But Very good purchase this is.  Highly recommend this",15.0
2103,2104,"I absolutely love the way the desk looks i'm my room. It's classy and simple. The only problem was that the quality wasn't that good, and the drawer is a little unstable. But for this price it's pretty good. All I needed was a little space to do my homework or use my laptop, and this desk is perfect for that.",18.0
2104,2105,"The rug is beautiful, but it's not as luxurious and thick as others I have seen. However, it is also much less expensive than other shag rugs elsewhere. The smell is terrible, but am hoping that it goes away soon.",8.0
2105,2106,The watch fits me perfectly. I am small to medium boned and it looks just right. It's easy for me to see; the light and. I looked at many and this was really the most perfect one. The band is leather and the watch is worn all the time for dress and work.,20.0
2106,2107,"The camera is awesome, I'm still trying to learn it, but as I use it, I experience a new level of knowledge from the camera. So what I'm saying I love it",6.0
2107,2108,"Love this set, I use it everyday when i take my newborn out places. I don't use the bottle holder though, but that's just me. I Love that this set comes with a changing pad, that's super helpful in bathroom or when I'm over someone's house.",9.0
2108,2109,i like pen but red not working very good all the time. i try sometimes work and sometimes not work. but great prise and very good servise,8.0
2109,2110,"I am not easily convinced of a products quality until I actually received it and can judge it myself. This briefcase is excellent quality, great value, it looks and feels wonderful. Always nice to buy something and truly feel you got your monies worth.",11.0
2110,2111,"A simple, well-made, showerhead at a good price, for those who don't need 8 or more settings. It does the job and does it well. I thought, this shower head would be a rugged functional choice.",10.0
2111,2112,Avoid this book at any cost. Very amaturely written and a lot of grammatical errors.The least the author can do is at least get the book formatted properly. The typos and and basic capitalization's errors are in your face.Also will give it 2 stars as it can do much better.,11.0
2112,2113,"Very nice product that actually works just like the advertisement says, Very easy to install and not flimsy like some other brands. Tape didn't leave residue.If you have more windows, you may consider thishttp://www.amazon.com/gp/product/B002GKC2GW/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=B002GKC2GW&linkCode=as2&tag=justckem-20&linkId=4P4QEFBQDLOKLDK4",7.0
2113,2114,Not good.faucets I bought have a leak and cannot be fixed.Do not spend the money on labor - not worth it.,2.0
2114,2115,"I understand this is a really cheap tent and I wasn't expecting much from it.Through a couple weekends attempts at hiking though it proved very reliable.it's quick and easy for a single person to pop up and break down.It's light to carry too.It kept me dry which is the main thing.And if I were still inclined to go back out there, it would go with me again.But we are not going back out there.",2.0
2115,2116,".The graphics are excellent even on my HDMI, large flatscreen 1080i TV, and the sound is actually pretty good.",7.0
2116,2117,"I hate writing bad reviews, but this doesn't work! And for something you spend so much money on, it really should. I hope there's a warranty or something on this. The reverse switch was broken and then, when I ordered a new one, it didn't work AT ALL. This is horrible luck and I really just want a refund and to try another company.",14.0
2117,2118,"The bag is big enough for all the things I carry with me - wallet, kids books and snacks, sunglass case, water bottle etc. I wish there was another pocket inside and that the zipper on top opened a little wider.",6.0
2118,2119,"good rugged design and comfortable.. a worth buy. the color looks good and classy, and can be easily cleaned.",15.0
2119,2120,The bag looks like a little smaller version than the one in the picture. The picture shows a lot of accessories in the bag and describes how much it holds. I found it hard to accommodate my D3100 and two lenses along with the battery charger. Not much room for much else.,11.0
2120,2121,I looked all over for this particular type of trim rings like these at an affordable price because I needed 39 of them. These look great in our new log home and I couldn't be happier.,6.0
2121,2122,I thought the earrings were bigger. at first i was a little disappointed on the size and said it's for an infant or imam give them to my daughter but she already had some so i decided to keep them because it actually looks more expensive and i like that it don't have the plastic on the back. For six pares not bad.,9.0
2122,2123,"I bought the wire to install a new stereo and speaker kit in our boathouse...the kit was supposed to include wire, or so I thought, sadly not the case...the spool at 250 ft, I knew would be sufficient to complete our installation. I found this wire easily managed and to be a common wire rated for home stereo use...very satisfied customer.",8.0
2123,2124,"I have a rescue boxer. I tried brushing her with usual brushes, and she would run away from me. The first time I tried this on her, she ran away, but then realized it felt good!",9.0
2124,2125,The eye piece holes are too small for adult eyes. I gave it to my 3 year old son as a toy. The clarity wasn't all that great either. Would not recommend buying. I guess you get what you pay for.,12.0
2125,2126,I have a Jeep Grand Cherokee. These stands are tall enough to hold the car up once the tires are off but you need the jack in place to get the tire off and put it back on. They are really compact and store neatly in my trunk or closet. Can't really beat teh price and they are a one time investment as long as you don't lose them.,11.0
2126,2127,I was very pleased that I received this bouncer in time for the birthday party. Just sad that I had to pay the shipping because it was going to take too long for site to store. But opened product got it aired up was pretty pleased until we feel the air coming out. When we look at the slide there is a hole in it. We just had to patch and use anyway because it was bought for the party!,14.0
2127,2128,"This would have been the best roaster ever. HOWEVER, the manufacturer neglected to add the length of the handles to the length of the roaster.",5.0
2128,2129,Purchased this for my son. I loved the concept but had to return it. It only fits certain size tables and my table was too thick. This was not obvious when I bought it. I was disappointed.,15.0
2129,2130,"Nice piece but it is quite heavy. Also, it is much taller than I thought it would be from the photo. If I had looked at the measurements and sized it, I guess I would have had a better feel for what I would be getting.",11.0
2130,2131,"My only concern is the ""stuffing"" used in the cushions. The thickness is 4"" which is ok, but the lasting / endurance of it is questionable. They are EXTREMELY light in weight. Seems like a cheap foam inside. I hope for the price I paid I am wrong and they last.",14.0
2131,2132,I like it! My girlfriend bought it for me because I'd always just place random cards and cash into my pockets and everything would just get all bent and/or lost. This wallet is nice and thin which was my biggest gripe about never carrying a wallet. sweet!,13.0
2132,2133,"Bought this for my boyfriend for his birthday, it fit perfect, looks even better than I thought, I heard him and his son in law call it a ""workings man ring"" because apparently it is more durable, good for me, didn't know I did better than I thought, he loves it, won't even take it off his finger to shower or sleep..Can not believe I got something this right...lol",8.0
2133,2134,This did the job it needed to and had all the parts required for that. The instructions could've been a little better,6.0
2134,2135,"This is the boot every formal weekend hiker I know told me to get.I got it.I regret the price.These are like ice skates in many ways. There is absolutely no give at the ankle. There is no flexibility to the sole.They way they walk in the store is the way the remain after months. Solid, hard, uncompromising.It's like walking with planks of strapped to your feet. Or a cast. It's like a foot/ankle cast.",17.0
2135,2136,"This product is in good condition and came with a packaging. But it's not what I expected. When I saw the product picture and description, I thought and expected the inside has a full-gusseted interior, but it's not. So it was disappointed to me. It will be great to also include an inside image of this product, so customer will know how does the inside look like.",14.0
2136,2137,"Way too much in your face humor, what ever happened to the more subtle humor in movies? Only fun part is how true it is to many politicians.",6.0
2137,2138,"This product is 78% water, so the 8% protein is equivalent to 36% by dry content matter-- what that geeky stuff means, is it's above the protein content average of 27% by a decent amount.",2.0
2138,2139,"I kind of think selfie sticks are ridiculous, but I think my daughter will love it, and that is who I bought it for.",4.0
2139,2140,"the stitching is vey bad all the lining came off, this product is really very bad i would stay far away from this, it started to fall apart and all of this white stuff was all over my car makeing it impossible to clean,",2.0
2140,2141,Ordered this offline and was very pleased that I didn't have to put anything together. My almost 3 year old loves his table. It's perfect for eating or playing. It cleans easily. He does have a hard time getting in the chairs because they slide around on our hardwood floor.,16.0
2141,2142,"At first glance, this may seem like a great ham radio for the price. However, you're dead wrong. This radio barely even works. The buttons are flimsy, and the plastic casing is so fragile that even setting it down carefully could cause it to fall apart. Go get a different radio.",15.0
2142,2143,I got this for my grandson.  This Teething Necklace has a different variety of shapes for them to chew on.  Which my grandson seems to love very much.  it has helped with the teething some.  The child can also play with the shapes.  This is a pretty decent product.  The only thing I found was that the child could chew through the string and that you need to watch it and check it every time.  Otherwise my grandson loves it and is a good product to have for that teething child.,29.0
2143,2144,Worked ok first two times then died and it's too late to return. $40 down the drain. First bad purchase I've made in a while.,6.0
2144,2145,"Aside from the innovations in positional sitting, the backing of the Chair was very successful in relieving pressure on my back. The crooked design of the chair supports the lower and upper back which I loved.",8.0
2145,2146,The product is so good. This type is recommended for those in need.The product does not regret.,6.0
2146,2147,"I'd give 4-stars because I didn't like the color I got but so far we've been using it and there were no leaks unless you shake it, but very minimal. Easy to clean and the design is great.",6.0
2147,2148,"The clasp/closure of the earring is not aligned properly thus, it does not close properly. When I am wearing the earrings I have to keep touching them to make sure they are still in my ears. I am not sure if the one I got was defective but I find it does not have a strong safety closure.",8.0
2148,2149,Great size whistle love that it have a attach key chain on it also you can control the pitch of the whistle which it got my her attention.,4.0
2149,2150,I brought this flute for my son for his birthday and I had to return it twice once for a leak in the G note and now for the flute falling apart. The only reason I brought this flute was for the 2 year warranty. Thank God for that.,9.0
2150,2151,"If something falls to pieces on the first try when it wasn't supposed to, it's a fair bet to say that it's a bad product and this one qualifies. Will not be getting it again.",4.0
